Contact_id,Address,City,State,Zip,Address_type
775,35503 Melvin Parkway,Dallas,Texas,75003.0,work
776,19 Heffernan Terrace,Dallas,Texas,75004.0,work
777,,,,,work
778,6157 Ramsey Alley,Plano,Texas,75008.0,work
779,,,,,work
780,489 Heath Street,Allen,Texas,75002.0,work
781,,,,,work
782,5 Eastlawn Terrace,Richardson,Texas,75006.0,work
783,939 Ohio Terrace,Allen,Texas,75009.0,work
784,,,,,work
785,0031 Briar Crest Alley,Plano,Texas,75006.0,work
786,6117 Jenna Place,Allen,Texas,75007.0,work
787,,,,,work
788,3434 Reindahl Road,Addison,Texas,75004.0,work
789,,,,,work
790,4 Service Park,Plano,Texas,75002.0,work
791,8 Carberry Road,Plano,Texas,75007.0,work
792,,,,,work
793,56 Evergreen Circle,Richardson,Texas,75002.0,work
794,8 Alpine Lane,Dallas,Texas,75004.0,work
795,1783 Glendale Alley,Dallas,Texas,75003.0,work
796,96 Calypso Lane,Dallas,Texas,75001.0,work
797,,,,,work
798,9925 Algoma Pass,Allen,Texas,75006.0,work
799,,,,,work
800,83 Prairieview Circle,Allen,Texas,75002.0,work
801,4 Springs Avenue,Dallas,Texas,75009.0,work
802,,,,,work
803,7323 Monica Circle,Richardson,Texas,75003.0,work
804,21529 Everett Court,Addison,Texas,75005.0,work
805,,,,,work
806,,,,,work
807,1525 Duke Avenue,Richardson,Texas,75002.0,work
808,4 Golden Leaf Park,Dallas,Texas,75002.0,work
809,060 Express Center,Allen,Texas,75008.0,work
810,,,,,work
811,,,,,work
812,118 Magdeline Drive,Richardson,Texas,75007.0,work
813,,,,,work
814,02 Sunnyside Junction,Richardson,Texas,75005.0,work
815,798 Pond Point,Addison,Texas,75007.0,work
816,,,,,work
817,,,,,work
818,,,,,work
819,,,,,work
820,2584 Milwaukee Center,Dallas,Texas,75004.0,work
821,,,,,work
822,,,,,work
823,639 Talisman Road,Addison,Texas,75002.0,work
824,84 7th Crossing,Addison,Texas,75008.0,work
825,,,,,work
826,,,,,work
827,2521 Petterle Junction,Richardson,Texas,75009.0,work
828,615 Lunder Hill,Richardson,Texas,75001.0,work
829,,,,,work
830,24624 Dovetail Crossing,Addison,Texas,75007.0,work
831,8 Nevada Point,Dallas,Texas,75003.0,work
832,,,,,work
833,,,,,work
834,2769 Ramsey Junction,Allen,Texas,75002.0,work
835,945 Hagan Terrace,Allen,Texas,75008.0,work
836,974 Green Center,Richardson,Texas,75007.0,work
837,10 Harbort Plaza,Allen,Texas,75003.0,work
838,417 Sachs Point,Dallas,Texas,75004.0,work
839,8875 Porter Drive,Dallas,Texas,75001.0,work
840,,,,,work
841,6880 Havey Park,Plano,Texas,75001.0,work
842,9797 Summit Terrace,Plano,Texas,75002.0,work
843,,,,,work
844,82863 Superior Circle,Dallas,Texas,75001.0,work
845,,,,,work
846,1595 Moland Center,Addison,Texas,75002.0,work
847,7558 Pawling Way,Allen,Texas,75001.0,work
848,06 Vera Street,Allen,Texas,75003.0,work
849,0 Sachtjen Lane,Allen,Texas,75009.0,work
850,,,,,work
851,,,,,work
852,46 Tony Terrace,Allen,Texas,75003.0,work
853,6 Dottie Crossing,Plano,Texas,75001.0,work
854,,,,,work
855,5146 Grayhawk Junction,Allen,Texas,75006.0,work
856,,,,,work
857,4 Mccormick Court,Addison,Texas,75005.0,work
858,,,,,work
859,9520 Schiller Trail,Dallas,Texas,75006.0,work
860,,,,,work
861,,,,,work
862,157 Drewry Circle,Richardson,Texas,75008.0,work
863,,,,,work
864,,,,,work
865,,,,,work
866,,,,,work
867,41 Marquette Pass,Richardson,Texas,75005.0,work
868,35864 Village Green Crossing,Richardson,Texas,75001.0,work
869,5458 Starling Avenue,Dallas,Texas,75004.0,work
870,18664 Ridgeway Court,Addison,Texas,75003.0,work
871,,,,,work
872,,,,,work
873,,,,,work
874,410 Maple Street,Richardson,Texas,75007.0,work
875,,,,,work
876,67232 Brickson Park Street,Richardson,Texas,75002.0,work
877,,,,,work
878,,,,,work
879,,,,,work
880,8 Duke Crossing,Richardson,Texas,75007.0,work
881,7534 Ludington Hill,Allen,Texas,75007.0,work
882,302 East Center,Dallas,Texas,75008.0,work
883,18730 Calypso Place,Dallas,Texas,75004.0,work
884,10 Delladonna Junction,Plano,Texas,75004.0,work
885,,,,,work
886,5208 Tennyson Alley,Richardson,Texas,75004.0,work
887,9 Kensington Circle,Addison,Texas,75006.0,work
888,,,,,work
889,,,,,work
890,,,,,work
891,036 Welch Pass,Plano,Texas,75003.0,work
892,,,,,work
893,8401 Vidon Center,Richardson,Texas,75008.0,work
894,2076 Vernon Junction,Plano,Texas,75004.0,work
895,,,,,work
896,933 Lakewood Terrace,Addison,Texas,75006.0,work
897,,,,,work
898,,,,,work
899,5154 Crowley Drive,Richardson,Texas,75001.0,work
900,719 Onsgard Court,Allen,Texas,75003.0,work
901,,,,,work
902,,,,,work
903,09 Dexter Center,Addison,Texas,75002.0,work
904,,,,,work
905,72162 Pond Park,Addison,Texas,75008.0,work
906,11901 Mitchell Crossing,Dallas,Texas,75006.0,work
907,,,,,work
908,320 Rutledge Trail,Addison,Texas,75005.0,work
909,7539 Meadow Valley Junction,Dallas,Texas,75002.0,work
910,37 Sloan Plaza,Richardson,Texas,75004.0,work
911,,,,,work
912,78762 Oak Valley Terrace,Richardson,Texas,75002.0,work
913,,,,,work
914,,,,,work
915,866 Heffernan Point,Addison,Texas,75005.0,work
916,49032 7th Drive,Dallas,Texas,75004.0,work
917,4 4th Circle,Addison,Texas,75002.0,work
918,9 Loftsgordon Drive,Richardson,Texas,75001.0,work
919,26242 Upham Circle,Plano,Texas,75006.0,work
920,66919 Cody Trail,Dallas,Texas,75007.0,work
921,,,,,work
922,2817 Lukken Pass,Dallas,Texas,75007.0,work
923,,,,,work
924,6 Esch Place,Allen,Texas,75007.0,work
925,350 Crowley Lane,Allen,Texas,75001.0,work
926,,,,,work
927,09 Myrtle Street,Addison,Texas,75003.0,work
928,,,,,work
929,4 Ruskin Alley,Addison,Texas,75001.0,work
930,33594 Debs Road,Dallas,Texas,75004.0,work
931,8467 Dottie Place,Dallas,Texas,75009.0,work
932,,,,,work
933,,,,,work
934,,,,,work
935,98238 Sloan Lane,Addison,Texas,75008.0,work
936,422 Bobwhite Park,Addison,Texas,75009.0,work
937,,,,,work
938,38 Artisan Junction,Addison,Texas,75008.0,work
939,,,,,work
940,8685 Carey Crossing,Plano,Texas,75008.0,work
941,,,,,work
942,,,,,work
943,6409 Warner Terrace,Dallas,Texas,75008.0,work
944,5 Mallard Lane,Addison,Texas,75004.0,work
945,,,,,work
946,0 Coolidge Street,Allen,Texas,75003.0,work
947,21 Sutherland Road,Dallas,Texas,75008.0,work
948,8615 Emmet Parkway,Allen,Texas,75001.0,work
949,71460 Meadow Valley Point,Plano,Texas,75001.0,work
950,,,,,work
951,76928 Little Fleur Street,Dallas,Texas,75007.0,work
952,,,,,work
953,6798 Gale Point,Plano,Texas,75008.0,work
954,6 Gale Lane,Addison,Texas,75003.0,work
955,,,,,work
956,5 Weeping Birch Avenue,Dallas,Texas,75008.0,work
957,7386 Scott Drive,Dallas,Texas,75003.0,work
958,5204 Messerschmidt Avenue,Plano,Texas,75006.0,work
959,358 Northwestern Hill,Plano,Texas,75007.0,work
960,,,,,work
961,,,,,work
962,2612 Duke Avenue,Plano,Texas,75004.0,work
963,4 Westerfield Court,Plano,Texas,75007.0,work
964,,,,,work
965,,,,,work
966,,,,,work
967,,,,,work
968,48011 Karstens Circle,Addison,Texas,75001.0,work
969,,,,,work
970,,,,,work
971,,,,,work
972,,,,,work
973,,,,,work
974,553 Sycamore Way,Dallas,Texas,75001.0,work
975,0059 Hoepker Place,Richardson,Texas,75009.0,work
976,89641 Kings Place,Addison,Texas,75001.0,work
977,8 Hoepker Lane,Plano,Texas,75001.0,work
978,,,,,work
979,36884 Milwaukee Street,Dallas,Texas,75007.0,work
980,,,,,work
981,501 Valley Edge Park,Richardson,Texas,75009.0,work
982,,,,,work
983,,,,,work
984,,,,,work
985,2 Elgar Place,Plano,Texas,75006.0,work
986,,,,,work
987,161 Katie Drive,Addison,Texas,75009.0,work
988,86 Meadow Vale Park,Plano,Texas,75001.0,work
989,,,,,work
990,0 Lillian Alley,Addison,Texas,75005.0,work
991,67 Continental Hill,Dallas,Texas,75008.0,work
992,72701 Morningstar Way,Dallas,Texas,75005.0,work
993,,,,,work
994,38 Shoshone Terrace,Dallas,Texas,75006.0,work
995,,,,,work
996,46412 Vahlen Park,Addison,Texas,75007.0,work
997,3 Pennsylvania Terrace,Addison,Texas,75009.0,work
998,67720 Myrtle Parkway,Dallas,Texas,75005.0,work
999,,,,,work
1000,,,,,work
